CaseID,Activity,Timestamp,Lifecycle
Job_91,Milling,6542.58,COMPLETE
Job_91,Assembly,6542.58,QUEUE_ENTER
Job_92,Milling,6542.58,START
Job_110,Cutting,6547.18,COMPLETE
Job_110,Drilling,6547.18,QUEUE_ENTER
Job_111,Cutting,6547.18,START
Job_71,Painting,6558.23,COMPLETE
Job_71,Packaging,6558.23,QUEUE_ENTER
Job_71,Packaging,6558.23,START
Job_72,Painting,6558.23,START
Job_85,Assembly,6559.05,COMPLETE
Job_85,Inspection,6559.05,QUEUE_ENTER
Job_85,Inspection,6559.05,START
Job_86,Assembly,6559.05,START
Job_71,Packaging,6605.86,COMPLETE
Job_85,Inspection,6610.89,COMPLETE
Job_85,Painting,6610.89,QUEUE_ENTER
Job_92,Milling,6611.75,COMPLETE
Job_92,Assembly,6611.75,QUEUE_ENTER
Job_93,Milling,6611.75,START
Job_86,Assembly,6621.05,COMPLETE
Job_86,Inspection,6621.05,QUEUE_ENTER
Job_86,Inspection,6621.05,START
Job_87,Assembly,6621.05,START
Job_111,Cutting,6623.38,COMPLETE
Job_111,Drilling,6623.38,QUEUE_ENTER
Job_112,Cutting,6623.38,START
Job_72,Painting,6625.83,COMPLETE
Job_72,Packaging,6625.83,QUEUE_ENTER
Job_72,Packaging,6625.83,START
Job_73,Painting,6625.83,START
Job_93,Milling,6652.66,COMPLETE
Job_93,Assembly,6652.66,QUEUE_ENTER
Job_94,Milling,6652.66,START
Job_72,Packaging,6660.36,COMPLETE
Job_73,Painting,6661.98,COMPLETE
Job_73,Packaging,6661.98,QUEUE_ENTER
Job_73,Packaging,6661.98,START
Job_74,Painting,6661.98,START
Job_86,Inspection,6662.57,COMPLETE
Job_86,Painting,6662.57,QUEUE_ENTER
Job_97,Drilling,6676.8,COMPLETE
Job_97,Milling,6676.8,QUEUE_ENTER
Job_98,Drilling,6676.8,START
Job_112,Cutting,6679.9,COMPLETE
Job_112,Drilling,6679.9,QUEUE_ENTER
Job_113,Cutting,6679.9,START
Job_87,Assembly,6691.4,COMPLETE
Job_87,Inspection,6691.4,QUEUE_ENTER
Job_87,Inspection,6691.4,START
Job_88,Assembly,6691.4,START
Job_98,Drilling,6696.5,COMPLETE
Job_98,Milling,6696.5,QUEUE_ENTER
Job_99,Drilling,6696.5,START
Job_73,Packaging,6708.84,COMPLETE
Job_94,Milling,6721.47,COMPLETE
Job_94,Assembly,6721.47,QUEUE_ENTER
Job_95,Milling,6721.47,START
Job_74,Painting,6743.57,COMPLETE
Job_74,Packaging,6743.57,QUEUE_ENTER
Job_74,Packaging,6743.57,START
Job_75,Painting,6743.57,START
Job_113,Cutting,6745.64,COMPLETE
Job_113,Drilling,6745.64,QUEUE_ENTER
Job_114,Cutting,6745.64,START
Job_87,Inspection,6762.97,COMPLETE
Job_87,Painting,6762.97,QUEUE_ENTER
Job_74,Packaging,6774.89,COMPLETE
Job_88,Assembly,6778.05,COMPLETE
Job_88,Inspection,6778.05,QUEUE_ENTER
Job_88,Inspection,6778.05,START
Job_89,Assembly,6778.05,START
Job_75,Painting,6810.49,COMPLETE
Job_75,Packaging,6810.49,QUEUE_ENTER
Job_75,Packaging,6810.49,START
Job_76,Painting,6810.49,START
Job_95,Milling,6810.71,COMPLETE
Job_95,Assembly,6810.71,QUEUE_ENTER
Job_96,Milling,6810.71,START
Job_114,Cutting,6811.72,COMPLETE
Job_114,Drilling,6811.72,QUEUE_ENTER
Job_115,Cutting,6811.72,START
Job_88,Inspection,6827.4,COMPLETE
Job_88,Painting,6827.4,QUEUE_ENTER
Job_75,Packaging,6850.86,COMPLETE
Job_96,Milling,6853.45,COMPLETE
Job_96,Assembly,6853.45,QUEUE_ENTER
Job_97,Milling,6853.45,START
Job_89,Assembly,6860.86,COMPLETE
Job_89,Inspection,6860.86,QUEUE_ENTER
Job_89,Inspection,6860.86,START
Job_90,Assembly,6860.86,START
Job_100,Drilling,6868.8,START
Job_99,Drilling,6868.8,COMPLETE
Job_99,Milling,6868.8,QUEUE_ENTER
Job_115,Cutting,6873.52,COMPLETE
Job_115,Drilling,6873.52,QUEUE_ENTER
Job_116,Cutting,6873.52,START
Job_89,Inspection,6878.25,COMPLETE
Job_89,Painting,6878.25,QUEUE_ENTER
Job_76,Painting,6890.42,COMPLETE
Job_76,Packaging,6890.42,QUEUE_ENTER
Job_76,Packaging,6890.42,START
Job_77,Painting,6890.42,START
Job_97,Milling,6910.77,COMPLETE
Job_97,Assembly,6910.77,QUEUE_ENTER
Job_98,Milling,6910.77,START
Job_76,Packaging,6914.25,COMPLETE
Job_116,Cutting,6922.64,COMPLETE
Job_116,Drilling,6922.64,QUEUE_ENTER
Job_117,Cutting,6922.64,START
Job_77,Painting,6944.23,COMPLETE
Job_77,Packaging,6944.23,QUEUE_ENTER
Job_77,Packaging,6944.23,START
Job_78,Painting,6944.23,START
Job_100,Drilling,6948.11,COMPLETE
Job_100,Milling,6948.11,QUEUE_ENTER
Job_101,Drilling,6948.11,START
Job_90,Assembly,6952.07,COMPLETE
Job_90,Inspection,6952.07,QUEUE_ENTER
Job_90,Inspection,6952.07,START
Job_91,Assembly,6952.07,START
Job_101,Drilling,6961.51,COMPLETE
Job_101,Milling,6961.51,QUEUE_ENTER
Job_102,Drilling,6961.51,START
Job_117,Cutting,6969.44,COMPLETE
Job_117,Drilling,6969.44,QUEUE_ENTER
Job_118,Cutting,6969.44,START
Job_77,Packaging,6971.34,COMPLETE
Job_98,Milling,6975.69,COMPLETE
Job_98,Assembly,6975.69,QUEUE_ENTER
Job_99,Milling,6975.69,START
Job_90,Inspection,6976.84,COMPLETE
Job_90,Painting,6976.84,QUEUE_ENTER
Job_102,Drilling,6981.55,COMPLETE
Job_102,Milling,6981.55,QUEUE_ENTER
Job_103,Drilling,6981.55,START
Job_103,Drilling,7000.04,COMPLETE
Job_103,Milling,7000.04,QUEUE_ENTER
Job_104,Drilling,7000.04,START
Job_78,Painting,7011.71,COMPLETE
Job_78,Packaging,7011.71,QUEUE_ENTER
Job_78,Packaging,7011.71,START
Job_79,Painting,7011.71,START
Job_104,Drilling,7019.87,COMPLETE
Job_104,Milling,7019.87,QUEUE_ENTER
Job_105,Drilling,7019.87,START
Job_100,Milling,7023.12,START
Job_99,Milling,7023.12,COMPLETE
Job_99,Assembly,7023.12,QUEUE_ENTER
Job_118,Cutting,7024.91,COMPLETE
Job_118,Drilling,7024.91,QUEUE_ENTER
Job_119,Cutting,7024.91,START
Job_91,Assembly,7028.05,COMPLETE
Job_91,Inspection,7028.05,QUEUE_ENTER
Job_91,Inspection,7028.05,START
Job_92,Assembly,7028.05,START
Job_105,Drilling,7055.18,COMPLETE
Job_105,Milling,7055.18,QUEUE_ENTER
Job_106,Drilling,7055.18,START
Job_78,Packaging,7058.61,COMPLETE
Job_100,Milling,7073.61,COMPLETE
Job_100,Assembly,7073.61,QUEUE_ENTER
Job_101,Milling,7073.61,START
Job_91,Inspection,7081.57,COMPLETE
Job_91,Painting,7081.57,QUEUE_ENTER
Job_92,Assembly,7091.17,COMPLETE
Job_92,Inspection,7091.17,QUEUE_ENTER
Job_92,Inspection,7091.17,START
Job_93,Assembly,7091.17,START
Job_119,Cutting,7093.09,COMPLETE
Job_119,Drilling,7093.09,QUEUE_ENTER
Job_120,Cutting,7093.09,START
Job_79,Painting,7105.4,COMPLETE
Job_79,Packaging,7105.4,QUEUE_ENTER
Job_79,Packaging,7105.4,START
Job_80,Painting,7105.4,START
Job_92,Inspection,7132.66,COMPLETE
Job_92,Painting,7132.66,QUEUE_ENTER
Job_79,Packaging,7151.36,COMPLETE
Job_101,Milling,7152.39,COMPLETE
Job_101,Assembly,7152.39,QUEUE_ENTER
Job_102,Milling,7152.39,START
Job_120,Cutting,7164.38,COMPLETE
Job_120,Drilling,7164.38,QUEUE_ENTER
Job_121,Cutting,7164.38,START
Job_80,Painting,7174.75,COMPLETE
Job_80,Packaging,7174.75,QUEUE_ENTER
Job_80,Packaging,7174.75,START
Job_81,Painting,7174.75,START
Job_106,Drilling,7176.77,COMPLETE
Job_106,Milling,7176.77,QUEUE_ENTER
Job_107,Drilling,7176.77,START
Job_93,Assembly,7184.89,COMPLETE
Job_93,Inspection,7184.89,QUEUE_ENTER
Job_93,Inspection,7184.89,START
Job_94,Assembly,7184.89,START
Job_80,Packaging,7203.15,COMPLETE
Job_107,Drilling,7213.1,COMPLETE
Job_107,Milling,7213.1,QUEUE_ENTER
Job_108,Drilling,7213.1,START
Job_121,Cutting,7213.96,COMPLETE
Job_121,Drilling,7213.96,QUEUE_ENTER
Job_122,Cutting,7213.96,START
Job_81,Painting,7234.71,COMPLETE
Job_81,Packaging,7234.71,QUEUE_ENTER
Job_81,Packaging,7234.71,START
Job_82,Painting,7234.71,START
Job_102,Milling,7235.48,COMPLETE
Job_102,Assembly,7235.48,QUEUE_ENTER
Job_103,Milling,7235.48,START
Job_94,Assembly,7258.81,COMPLETE
Job_94,Inspection,7258.81,QUEUE_ENTER
Job_95,Assembly,7258.81,START
Job_93,Inspection,7260.49,COMPLETE
Job_93,Painting,7260.49,QUEUE_ENTER
Job_94,Inspection,7260.49,START
Job_81,Packaging,7273.03,COMPLETE
Job_122,Cutting,7282.64,COMPLETE
Job_122,Drilling,7282.64,QUEUE_ENTER
Job_123,Cutting,7282.64,START
Job_94,Inspection,7300.21,COMPLETE
Job_94,Painting,7300.21,QUEUE_ENTER
Job_108,Drilling,7303.54,COMPLETE
Job_108,Milling,7303.54,QUEUE_ENTER
Job_109,Drilling,7303.54,START
Job_103,Milling,7311.28,COMPLETE
Job_103,Assembly,7311.28,QUEUE_ENTER
Job_104,Milling,7311.28,START
Job_82,Painting,7320.06,COMPLETE
Job_82,Packaging,7320.06,QUEUE_ENTER
Job_82,Packaging,7320.06,START
Job_83,Painting,7320.06,START
Job_82,Packaging,7344.09,COMPLETE
Job_95,Assembly,7349.31,COMPLETE
Job_95,Inspection,7349.31,QUEUE_ENTER
Job_95,Inspection,7349.31,START
Job_96,Assembly,7349.31,START
Job_123,Cutting,7349.77,COMPLETE
Job_123,Drilling,7349.77,QUEUE_ENTER
Job_124,Cutting,7349.77,START
Job_95,Inspection,7373.91,COMPLETE
Job_95,Painting,7373.91,QUEUE_ENTER
Job_104,Milling,7383.92,COMPLETE
Job_104,Assembly,7383.92,QUEUE_ENTER
Job_105,Milling,7383.92,START
Job_109,Drilling,7403.61,COMPLETE
Job_109,Milling,7403.61,QUEUE_ENTER
Job_110,Drilling,7403.61,START
Job_96,Assembly,7409.4,COMPLETE
Job_96,Inspection,7409.4,QUEUE_ENTER
Job_96,Inspection,7409.4,START
Job_97,Assembly,7409.4,START
Job_83,Painting,7415.27,COMPLETE
Job_83,Packaging,7415.27,QUEUE_ENTER
Job_83,Packaging,7415.27,START
Job_84,Painting,7415.27,START
Job_124,Cutting,7418.97,COMPLETE
Job_124,Drilling,7418.97,QUEUE_ENTER
Job_125,Cutting,7418.97,START
Job_83,Packaging,7447.62,COMPLETE
Job_110,Drilling,7454.0,COMPLETE
Job_110,Milling,7454.0,QUEUE_ENTER
Job_111,Drilling,7454.0,START
Job_105,Milling,7457.32,COMPLETE
Job_105,Assembly,7457.32,QUEUE_ENTER
Job_106,Milling,7457.32,START
Job_97,Assembly,7470.01,COMPLETE
Job_97,Inspection,7470.01,QUEUE_ENTER
Job_98,Assembly,7470.01,START
Job_96,Inspection,7470.37,COMPLETE
Job_96,Painting,7470.37,QUEUE_ENTER
Job_97,Inspection,7470.37,START
Job_125,Cutting,7475.96,COMPLETE
Job_125,Drilling,7475.96,QUEUE_ENTER
Job_126,Cutting,7475.96,START
Job_84,Painting,7497.05,COMPLETE
Job_84,Packaging,7497.05,QUEUE_ENTER
Job_84,Packaging,7497.05,START
Job_85,Painting,7497.05,START
Job_126,Cutting,7516.63,COMPLETE
Job_126,Drilling,7516.63,QUEUE_ENTER
Job_127,Cutting,7516.63,START
Job_111,Drilling,7518.69,COMPLETE
Job_111,Milling,7518.69,QUEUE_ENTER
Job_112,Drilling,7518.69,START
Job_97,Inspection,7526.63,COMPLETE
Job_97,Painting,7526.63,QUEUE_ENTER
Job_98,Assembly,7533.99,COMPLETE
Job_98,Inspection,7533.99,QUEUE_ENTER
Job_98,Inspection,7533.99,START
Job_99,Assembly,7533.99,START
Job_106,Milling,7538.19,COMPLETE
Job_106,Assembly,7538.19,QUEUE_ENTER
Job_107,Milling,7538.19,START
Job_84,Packaging,7542.31,COMPLETE
Job_112,Drilling,7574.9,COMPLETE
Job_112,Milling,7574.9,QUEUE_ENTER
Job_113,Drilling,7574.9,START
Job_85,Painting,7588.82,COMPLETE
Job_85,Packaging,7588.82,QUEUE_ENTER
Job_85,Packaging,7588.82,START
Job_86,Painting,7588.82,START
Job_100,Assembly,7597.77,START
Job_99,Assembly,7597.77,COMPLETE
Job_99,Inspection,7597.77,QUEUE_ENTER
Job_127,Cutting,7599.72,COMPLETE
Job_127,Drilling,7599.72,QUEUE_ENTER
Job_128,Cutting,7599.72,START
Job_107,Milling,7605.79,COMPLETE
Job_107,Assembly,7605.79,QUEUE_ENTER
Job_108,Milling,7605.79,START
Job_98,Inspection,7606.77,COMPLETE
Job_98,Painting,7606.77,QUEUE_ENTER
Job_99,Inspection,7606.77,START
Job_113,Drilling,7617.22,COMPLETE
Job_113,Milling,7617.22,QUEUE_ENTER
Job_114,Drilling,7617.22,START
Job_85,Packaging,7624.51,COMPLETE
Job_99,Inspection,7628.72,COMPLETE
Job_99,Painting,7628.72,QUEUE_ENTER
Job_114,Drilling,7629.86,COMPLETE
Job_114,Milling,7629.86,QUEUE_ENTER
Job_115,Drilling,7629.86,START
Job_128,Cutting,7644.02,COMPLETE
Job_128,Drilling,7644.02,QUEUE_ENTER
Job_129,Cutting,7644.02,START
Job_108,Milling,7667.06,COMPLETE
Job_108,Assembly,7667.06,QUEUE_ENTER
Job_109,Milling,7667.06,START
Job_115,Drilling,7674.06,COMPLETE
Job_115,Milling,7674.06,QUEUE_ENTER
Job_116,Drilling,7674.06,START
Job_86,Painting,7687.77,COMPLETE
Job_86,Packaging,7687.77,QUEUE_ENTER
Job_86,Packaging,7687.77,START
Job_87,Painting,7687.77,START
Job_100,Assembly,7694.31,COMPLETE
Job_100,Inspection,7694.31,QUEUE_ENTER
Job_100,Inspection,7694.31,START
Job_101,Assembly,7694.31,START
Job_129,Cutting,7700.29,COMPLETE
Job_129,Drilling,7700.29,QUEUE_ENTER
Job_130,Cutting,7700.29,START
Job_86,Packaging,7716.81,COMPLETE
Job_100,Inspection,7723.48,COMPLETE
Job_100,Painting,7723.48,QUEUE_ENTER
Job_116,Drilling,7728.67,COMPLETE
Job_116,Milling,7728.67,QUEUE_ENTER
Job_117,Drilling,7728.67,START
Job_109,Milling,7756.28,COMPLETE
Job_109,Assembly,7756.28,QUEUE_ENTER
Job_110,Milling,7756.28,START
Job_101,Assembly,7759.97,COMPLETE
Job_101,Inspection,7759.97,QUEUE_ENTER
Job_101,Inspection,7759.97,START
Job_102,Assembly,7759.97,START
Job_87,Painting,7768.09,COMPLETE
Job_87,Packaging,7768.09,QUEUE_ENTER
Job_87,Packaging,7768.09,START
Job_88,Painting,7768.09,START
Job_117,Drilling,7777.71,COMPLETE
Job_117,Milling,7777.71,QUEUE_ENTER
Job_118,Drilling,7777.71,START
Job_130,Cutting,7783.86,COMPLETE
Job_130,Drilling,7783.86,QUEUE_ENTER
Job_131,Cutting,7783.86,START
Job_101,Inspection,7804.46,COMPLETE
Job_101,Painting,7804.46,QUEUE_ENTER
Job_87,Packaging,7806.82,COMPLETE
Job_118,Drilling,7821.32,COMPLETE
Job_118,Milling,7821.32,QUEUE_ENTER
Job_119,Drilling,7821.32,START
Job_110,Milling,7828.85,COMPLETE
Job_110,Assembly,7828.85,QUEUE_ENTER
Job_111,Milling,7828.85,START
Job_119,Drilling,7833.04,COMPLETE
Job_119,Milling,7833.04,QUEUE_ENTER
Job_120,Drilling,7833.04,START
Job_131,Cutting,7849.3,COMPLETE
Job_131,Drilling,7849.3,QUEUE_ENTER
Job_132,Cutting,7849.3,START
Job_88,Painting,7859.47,COMPLETE
Job_88,Packaging,7859.47,QUEUE_ENTER
Job_88,Packaging,7859.47,START
Job_89,Painting,7859.47,START
Job_102,Assembly,7862.92,COMPLETE
Job_102,Inspection,7862.92,QUEUE_ENTER
Job_102,Inspection,7862.92,START
Job_103,Assembly,7862.92,START
Job_111,Milling,7877.62,COMPLETE
Job_111,Assembly,7877.62,QUEUE_ENTER
Job_112,Milling,7877.62,START
Job_88,Packaging,7895.48,COMPLETE
Job_102,Inspection,7900.26,COMPLETE
Job_102,Painting,7900.26,QUEUE_ENTER
Job_132,Cutting,7900.89,COMPLETE
Job_132,Drilling,7900.89,QUEUE_ENTER
Job_133,Cutting,7900.89,START
Job_112,Milling,7929.88,COMPLETE
Job_112,Assembly,7929.88,QUEUE_ENTER
Job_113,Milling,7929.88,START
Job_120,Drilling,7936.11,COMPLETE
Job_120,Milling,7936.11,QUEUE_ENTER
Job_121,Drilling,7936.11,START
Job_103,Assembly,7940.0,COMPLETE
Job_103,Inspection,7940.0,QUEUE_ENTER
Job_103,Inspection,7940.0,START
Job_104,Assembly,7940.0,START
Job_89,Painting,7947.55,COMPLETE
Job_89,Packaging,7947.55,QUEUE_ENTER
Job_89,Packaging,7947.55,START
Job_90,Painting,7947.55,START
Job_103,Inspection,7956.63,COMPLETE
Job_103,Painting,7956.63,QUEUE_ENTER
Job_133,Cutting,7972.95,COMPLETE
Job_133,Drilling,7972.95,QUEUE_ENTER
Job_134,Cutting,7972.95,START
Job_89,Packaging,7984.65,COMPLETE
Job_104,Assembly,7995.36,COMPLETE
Job_104,Inspection,7995.36,QUEUE_ENTER
Job_104,Inspection,7995.36,START
Job_105,Assembly,7995.36,START
Job_113,Milling,8003.07,COMPLETE
Job_113,Assembly,8003.07,QUEUE_ENTER
Job_114,Milling,8003.07,START
Job_121,Drilling,8010.62,COMPLETE
Job_121,Milling,8010.62,QUEUE_ENTER
Job_122,Drilling,8010.62,START
Job_104,Inspection,8018.3,COMPLETE
Job_104,Painting,8018.3,QUEUE_ENTER
Job_134,Cutting,8042.28,COMPLETE
Job_134,Drilling,8042.28,QUEUE_ENTER
Job_135,Cutting,8042.28,START
Job_90,Painting,8044.13,COMPLETE
Job_90,Packaging,8044.13,QUEUE_ENTER
Job_90,Packaging,8044.13,START
Job_91,Painting,8044.13,START
Job_105,Assembly,8048.89,COMPLETE
Job_105,Inspection,8048.89,QUEUE_ENTER
Job_105,Inspection,8048.89,START
Job_106,Assembly,8048.89,START
Job_114,Milling,8067.88,COMPLETE
Job_114,Assembly,8067.88,QUEUE_ENTER
Job_115,Milling,8067.88,START
Job_122,Drilling,8068.46,COMPLETE
Job_122,Milling,8068.46,QUEUE_ENTER
Job_123,Drilling,8068.46,START
Job_90,Packaging,8076.05,COMPLETE
Job_105,Inspection,8082.45,COMPLETE
Job_105,Painting,8082.45,QUEUE_ENTER
Job_135,Cutting,8095.78,COMPLETE
Job_135,Drilling,8095.78,QUEUE_ENTER
Job_136,Cutting,8095.78,START
Job_106,Assembly,8109.27,COMPLETE
Job_106,Inspection,8109.27,QUEUE_ENTER
Job_106,Inspection,8109.27,START
Job_107,Assembly,8109.27,START
Job_91,Painting,8113.08,COMPLETE
Job_91,Packaging,8113.08,QUEUE_ENTER
Job_91,Packaging,8113.08,START
Job_92,Painting,8113.08,START
Job_106,Inspection,8141.19,COMPLETE
Job_106,Painting,8141.19,QUEUE_ENTER
Job_115,Milling,8142.3,COMPLETE
Job_115,Assembly,8142.3,QUEUE_ENTER
Job_116,Milling,8142.3,START
Job_136,Cutting,8148.89,COMPLETE
Job_136,Drilling,8148.89,QUEUE_ENTER
Job_137,Cutting,8148.89,START
Job_91,Packaging,8149.36,COMPLETE
Job_123,Drilling,8158.63,COMPLETE
Job_123,Milling,8158.63,QUEUE_ENTER
Job_124,Drilling,8158.63,START
Job_107,Assembly,8174.09,COMPLETE
Job_107,Inspection,8174.09,QUEUE_ENTER
Job_107,Inspection,8174.09,START
Job_108,Assembly,8174.09,START
Job_92,Painting,8182.82,COMPLETE
Job_92,Packaging,8182.82,QUEUE_ENTER
Job_92,Packaging,8182.82,START
Job_93,Painting,8182.82,START
Job_116,Milling,8200.35,COMPLETE
Job_116,Assembly,8200.35,QUEUE_ENTER
Job_117,Milling,8200.35,START
Job_107,Inspection,8207.71,COMPLETE
Job_107,Painting,8207.71,QUEUE_ENTER
Job_137,Cutting,8209.14,COMPLETE
Job_137,Drilling,8209.14,QUEUE_ENTER
Job_138,Cutting,8209.14,START
Job_108,Assembly,8211.88,COMPLETE
Job_108,Inspection,8211.88,QUEUE_ENTER
Job_108,Inspection,8211.88,START
Job_109,Assembly,8211.88,START
Job_92,Packaging,8231.24,COMPLETE
Job_108,Inspection,8244.25,COMPLETE
Job_108,Painting,8244.25,QUEUE_ENTER
Job_138,Cutting,8274.52,COMPLETE
Job_138,Drilling,8274.52,QUEUE_ENTER
Job_139,Cutting,8274.52,START
Job_109,Assembly,8281.27,COMPLETE
Job_109,Inspection,8281.27,QUEUE_ENTER
Job_109,Inspection,8281.27,START
Job_110,Assembly,8281.27,START
Job_117,Milling,8284.0,COMPLETE
Job_117,Assembly,8284.0,QUEUE_ENTER
Job_118,Milling,8284.0,START
Job_109,Inspection,8308.63,COMPLETE
Job_109,Painting,8308.63,QUEUE_ENTER
Job_93,Painting,8315.69,COMPLETE
Job_93,Packaging,8315.69,QUEUE_ENTER
Job_93,Packaging,8315.69,START
Job_94,Painting,8315.69,START
Job_139,Cutting,8332.65,COMPLETE
Job_139,Drilling,8332.65,QUEUE_ENTER
Job_140,Cutting,8332.65,START
Job_118,Milling,8335.06,COMPLETE
Job_118,Assembly,8335.06,QUEUE_ENTER
Job_119,Milling,8335.06,START
Job_93,Packaging,8352.65,COMPLETE
Job_110,Assembly,8370.95,COMPLETE
Job_110,Inspection,8370.95,QUEUE_ENTER
Job_110,Inspection,8370.95,START
Job_111,Assembly,8370.95,START
Job_124,Drilling,8375.65,COMPLETE
Job_124,Milling,8375.65,QUEUE_ENTER
Job_125,Drilling,8375.65,START
Job_140,Cutting,8396.32,COMPLETE
Job_140,Drilling,8396.32,QUEUE_ENTER
Job_141,Cutting,8396.32,START
Job_110,Inspection,8400.18,COMPLETE
Job_110,Painting,8400.18,QUEUE_ENTER
Job_125,Drilling,8402.58,COMPLETE
Job_125,Milling,8402.58,QUEUE_ENTER
Job_126,Drilling,8402.58,START
Job_94,Painting,8404.54,COMPLETE
Job_94,Packaging,8404.54,QUEUE_ENTER
Job_94,Packaging,8404.54,START
Job_95,Painting,8404.54,START
Job_119,Milling,8409.93,COMPLETE
Job_119,Assembly,8409.93,QUEUE_ENTER
Job_120,Milling,8409.93,START
Job_141,Cutting,8439.31,COMPLETE
Job_141,Drilling,8439.31,QUEUE_ENTER
Job_142,Cutting,8439.31,START
Job_94,Packaging,8446.63,COMPLETE
Job_120,Milling,8465.89,COMPLETE
Job_120,Assembly,8465.89,QUEUE_ENTER
Job_121,Milling,8465.89,START
Job_111,Assembly,8469.45,COMPLETE
Job_111,Inspection,8469.45,QUEUE_ENTER
Job_111,Inspection,8469.45,START
Job_112,Assembly,8469.45,START
Job_126,Drilling,8469.49,COMPLETE
Job_126,Milling,8469.49,QUEUE_ENTER
Job_127,Drilling,8469.49,START
Job_127,Drilling,8488.63,COMPLETE
Job_127,Milling,8488.63,QUEUE_ENTER
Job_128,Drilling,8488.63,START
Job_95,Painting,8500.16,COMPLETE
Job_95,Packaging,8500.16,QUEUE_ENTER
Job_95,Packaging,8500.16,START
Job_96,Painting,8500.16,START
Job_128,Drilling,8508.34,COMPLETE
Job_128,Milling,8508.34,QUEUE_ENTER
Job_129,Drilling,8508.34,START
Job_111,Inspection,8508.91,COMPLETE
Job_111,Painting,8508.91,QUEUE_ENTER
Job_121,Milling,8509.16,COMPLETE
Job_121,Assembly,8509.16,QUEUE_ENTER
Job_122,Milling,8509.16,START
Job_142,Cutting,8510.53,COMPLETE
Job_142,Drilling,8510.53,QUEUE_ENTER
Job_143,Cutting,8510.53,START
Job_112,Assembly,8532.02,COMPLETE
Job_112,Inspection,8532.02,QUEUE_ENTER
Job_112,Inspection,8532.02,START
Job_113,Assembly,8532.02,START
Job_95,Packaging,8547.78,COMPLETE
Job_143,Cutting,8558.26,COMPLETE
Job_143,Drilling,8558.26,QUEUE_ENTER
Job_144,Cutting,8558.26,START
Job_122,Milling,8560.8,COMPLETE
Job_122,Assembly,8560.8,QUEUE_ENTER
Job_123,Milling,8560.8,START
Job_112,Inspection,8565.37,COMPLETE
Job_112,Painting,8565.37,QUEUE_ENTER
Job_129,Drilling,8589.33,COMPLETE
Job_129,Milling,8589.33,QUEUE_ENTER
Job_130,Drilling,8589.33,START
Job_96,Painting,8590.64,COMPLETE
Job_96,Packaging,8590.64,QUEUE_ENTER
Job_96,Packaging,8590.64,START
Job_97,Painting,8590.64,START
Job_96,Packaging,8610.77,COMPLETE
Job_144,Cutting,8619.0,COMPLETE
Job_144,Drilling,8619.0,QUEUE_ENTER
Job_145,Cutting,8619.0,START
Job_97,Painting,8624.22,COMPLETE
Job_97,Packaging,8624.22,QUEUE_ENTER
Job_97,Packaging,8624.22,START
Job_98,Painting,8624.22,START
Job_113,Assembly,8633.55,COMPLETE
Job_113,Inspection,8633.55,QUEUE_ENTER
Job_113,Inspection,8633.55,START
Job_114,Assembly,8633.55,START
Job_130,Drilling,8642.72,COMPLETE
Job_130,Milling,8642.72,QUEUE_ENTER
Job_131,Drilling,8642.72,START
Job_123,Milling,8650.7,COMPLETE
Job_123,Assembly,8650.7,QUEUE_ENTER
Job_124,Milling,8650.7,START
Job_97,Packaging,8657.79,COMPLETE
Job_145,Cutting,8686.08,COMPLETE
Job_145,Drilling,8686.08,QUEUE_ENTER
Job_146,Cutting,8686.08,START
Job_113,Inspection,8689.49,COMPLETE
Job_113,Painting,8689.49,QUEUE_ENTER
Job_131,Drilling,8692.74,COMPLETE
Job_131,Milling,8692.74,QUEUE_ENTER
Job_132,Drilling,8692.74,START
Job_98,Painting,8701.24,COMPLETE
Job_98,Packaging,8701.24,QUEUE_ENTER
Job_98,Packaging,8701.24,START
Job_99,Painting,8701.24,START
Job_114,Assembly,8706.89,COMPLETE
Job_114,Inspection,8706.89,QUEUE_ENTER
Job_114,Inspection,8706.89,START
Job_115,Assembly,8706.89,START
Job_132,Drilling,8715.18,COMPLETE
Job_132,Milling,8715.18,QUEUE_ENTER
Job_133,Drilling,8715.18,START
Job_124,Milling,8729.11,COMPLETE
Job_124,Assembly,8729.11,QUEUE_ENTER
Job_125,Milling,8729.11,START
Job_98,Packaging,8732.11,COMPLETE
Job_114,Inspection,8742.41,COMPLETE
Job_114,Painting,8742.41,QUEUE_ENTER
Job_133,Drilling,8746.55,COMPLETE
Job_133,Milling,8746.55,QUEUE_ENTER
Job_134,Drilling,8746.55,START
Job_146,Cutting,8758.57,COMPLETE
Job_146,Drilling,8758.57,QUEUE_ENTER
Job_147,Cutting,8758.57,START
Job_115,Assembly,8771.65,COMPLETE
Job_115,Inspection,8771.65,QUEUE_ENTER
Job_115,Inspection,8771.65,START
Job_116,Assembly,8771.65,START
Job_125,Milling,8783.93,COMPLETE
Job_125,Assembly,8783.93,QUEUE_ENTER
Job_126,Milling,8783.93,START
Job_100,Painting,8791.57,START
Job_99,Painting,8791.57,COMPLETE
Job_99,Packaging,8791.57,QUEUE_ENTER
Job_99,Packaging,8791.57,START
Job_115,Inspection,8802.92,COMPLETE
Job_115,Painting,8802.92,QUEUE_ENTER
Job_147,Cutting,8811.16,COMPLETE
Job_147,Drilling,8811.16,QUEUE_ENTER
Job_148,Cutting,8811.16,START
